,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,tree 10,tree 11,tree 12,tree 13,tree 14,tree 15,tree 16,tree 17,tree 18,tree 19,tree 20,tree 21,tree 22,tree 23,tree 24,tree 25,tree 26,tree 27,tree 28,tree 29,tree 30,tree 31,tree 32,tree 33,tree 34,tree 35,tree 36,tree 37,tree 38,tree 39,tree 40,tree 41,tree 42,tree 43,tree 44,tree 45,tree 46,tree 47,tree 48,tree 49,tree 50,tree 51,tree 52,tree 53,tree 54,tree 55,tree 56,tree 57,tree 58,tree 59,tree 60,tree 61,tree 62,tree 63,tree 64,tree 65,tree 66,tree 67,tree 68,tree 69,tree 70,tree 71,tree 72,tree 73,tree 74,tree 75,tree 76,tree 77,tree 78,tree 79,tree 80,tree 81,tree 82,tree 83,tree 84,tree 85,tree 86,tree 87,tree 88,tree 89,tree 90,tree 91,tree 92,tree 93,tree 94,tree 95,tree 96,tree 97,tree 98,tree 99,tree 100,Average
Aleochara_bilineata,-0.012415189,-0.047044476,-0.064524516,-0.012693805,-0.013915437,-0.047839338,-0.074479142,-0.013944296,-0.052076841,-0.005612933,-0.055529848,-0.030544984,-0.062394218,-0.068952062,-0.061541558,-0.029970553,-0.078787265,-0.044371722,-0.049351997,-0.026541096,-0.018317383,-0.04581796,-0.01583767,-0.011880414,-0.01247402,-0.066302395,-0.061668004,-0.056153262,-0.018127315,-0.057870347,-0.031828657,-0.007864657,-0.011906575,-0.007043662,-0.011329258,-0.051572759,-0.044467732,-0.032565064,-0.027257855,-0.007993361,-0.053680883,-0.052042705,-0.064967913,-0.036815086,-0.047237797,-0.059356333,-0.067817739,-0.004242704,-0.014979267,-0.014150756,-0.060059922,-0.066573943,-0.016373908,-0.014656086,-0.044452103,-0.01132632,-0.060987585,-0.066963976,-0.048048095,-0.049593735,-0.060559287,-0.055960964,-0.014373394,-0.013264236,-0.012459232,-0.04340104,-0.016314731,-0.04247676,-0.052542028,-0.040471235,-0.060347376,-0.05178058,-0.050155381,-0.013690086,-0.050748997,-0.011525619,-0.013010424,-0.029597835,-0.038158162,-0.032230151,-0.045159662,-0.021088108,-0.045842486,-0.046243151,-0.043695325,-0.047500672,-0.013501283,-0.058746427,-0.033994093,-0.047462433,-0.020879125,-0.029821997,-0.017429061,-0.035594448,-0.044864621,-0.042918471,-0.013537087,-0.044477017,-0.036783269,-0.015770522,-0.037135133
Dendroctonus_ponderosae,-0.064917922,-0.022761282,-0.03330299,-0.063534104,-0.064747465,-0.034098154,-0.031686896,-0.046532988,-0.023498406,-0.053906705,-0.026490732,-0.02250124,-0.030999058,-0.029636688,-0.034024217,-0.027259982,-0.044081025,-0.022949128,-0.029304918,-0.032691389,-0.108498159,-0.026115382,-0.047089199,-0.053306498,-0.072004565,-0.066302395,-0.027288123,-0.034638545,-0.049672486,-0.037666495,-0.031828657,-0.047276581,-0.049131144,-0.035444216,-0.035590567,-0.025973257,-0.018713867,-0.021585207,-0.03894632,-0.042154092,-0.031292809,-0.019662839,-0.035656875,-0.023255772,-0.032195552,-0.021352587,-0.023143935,-0.036182687,-0.026787183,-0.040059904,-0.018858417,-0.031180791,-0.030935604,-0.050528572,-0.025805999,-0.047330404,-0.028000438,-0.027704761,-0.030730546,-0.036398415,-0.024779788,-0.026702709,-0.070867199,-0.029647328,-0.02791646,-0.027041298,-0.069403604,-0.032430368,-0.022468808,-0.02508131,-0.041991449,-0.025969188,-0.028111467,-0.050553526,-0.031067998,-0.067384518,-0.054652802,-0.025599598,-0.028550755,-0.041447372,-0.01851759,-0.037219915,-0.023618713,-0.017208111,-0.026285265,-0.027649321,-0.050308857,-0.02898041,-0.031254205,-0.047462433,-0.030104102,-0.020024031,-0.049144489,-0.020727457,-0.024996466,-0.029739077,-0.043724633,-0.024871376,-0.026657751,-0.038254387,-0.035936313
Hypothenemus_hampei,-0.064917922,-0.011050008,-0.018939951,-0.063534104,-0.064747465,-0.017590031,-0.019548957,-0.046532988,-0.019049303,-0.053906705,-0.01482666,-0.02250124,-0.018760239,-0.014507804,-0.027353294,-0.027259982,-0.021018278,-0.016985498,-0.019168002,-0.032691389,-0.108498159,-0.017811901,-0.047089199,-0.053306498,-0.072004565,-0.028413907,-0.016484001,-0.021779437,-0.049672486,-0.037666495,-0.030181459,-0.047276581,-0.049131144,-0.035444216,-0.035590567,-0.019942582,-0.014436279,-0.014175323,-0.03894632,-0.042154092,-0.018520196,-0.013148165,-0.025184907,-0.023255772,-0.032195552,-0.014431934,-0.016057232,-0.036182687,-0.026787183,-0.040059904,-0.018858417,-0.01839838,-0.030935604,-0.050528572,-0.018160569,-0.047330404,-0.016617118,-0.015676013,-0.017331369,-0.023457912,-0.024779788,-0.018810958,-0.070867199,-0.029647328,-0.02791646,-0.019410128,-0.069403604,-0.032430368,-0.015746576,-0.02508131,-0.041991449,-0.017142693,-0.016395878,-0.050553526,-0.013290658,-0.067384518,-0.054652802,-0.025599598,-0.015825973,-0.041447372,-0.01851759,-0.037219915,-0.020477046,-0.012512089,-0.016896758,-0.020831259,-0.050308857,-0.020561168,-0.031254205,-0.032614183,-0.030104102,-0.013040176,-0.049144489,-0.016537995,-0.016488916,-0.029739077,-0.043724633,-0.024871376,-0.026657751,-0.038254387,-0.031061471
Sitophilus_oryzae,-0.030918061,-0.002769906,-0.004721438,-0.023905028,-0.019845887,-0.003092438,-0.003749602,-0.024799386,-0.003545716,-0.023479231,-0.005347311,-0.011252851,-0.006180995,-0.003726064,-0.004492625,-0.006845564,-0.003404614,-0.006015564,0.000900644,-0.021722213,-0.037408297,0.002920359,-0.03063273,-0.026498092,-0.038350707,-0.024028875,0.002979032,-0.003467825,-0.025933539,-0.007082101,-0.030181459,-0.015713508,-0.026594851,-0.029336466,-0.019903597,-0.006136766,-0.003714785,-0.005269333,-0.02586743,-0.043641978,-0.005913232,-0.000975116,-0.006366181,-0.004544792,-0.003995851,-0.003652487,-0.005351997,-0.021767062,-0.019847792,-0.030393628,0.002815572,0.00210089,-0.022047591,-0.031468176,-0.001996396,-0.02450467,-0.004907391,-0.003255917,-0.012248183,-0.002520455,0.003254688,0.002040869,-0.028619699,-0.035562299,-0.017831935,-0.000690598,-0.036243881,-0.003992835,0.002633601,-0.004460501,-0.004514088,-0.006120407,-0.003420724,-0.028746264,-0.004844925,-0.01969022,-0.031194037,-0.005351669,-0.00365737,-0.007385247,0.006403126,-0.016986075,-0.005398481,-0.005608028,-0.005679178,-0.004660304,-0.034282242,-0.00136612,-0.007418115,-0.024720435,-0.005687019,-0.003354844,-0.032833118,-0.000446055,-0.005426988,-0.014103145,-0.024925233,0.004847087,-0.004143062,-0.057305552,-0.012811086
Tribolium_castaneum,-0.02002868,-0.002769906,-0.004721438,-0.018085468,-0.014960425,-0.003092438,-0.003749602,-0.018086733,-0.003545716,-0.013088562,-0.005347311,-0.011252851,-0.006180995,-0.003726064,-0.004492625,-0.006845564,-0.003404614,-0.006015564,0.000900644,-0.015780781,-0.019156988,0.002920359,-0.02178322,-0.01492181,-0.018416549,-0.01326737,0.002979032,-0.003467825,-0.013996753,-0.007082101,-0.007052812,-0.010966911,-0.020160568,-0.029336466,-0.014288631,-0.006136766,-0.003714785,-0.005269333,-0.015937366,-0.043641978,-0.005913232,-0.000975116,-0.006366181,-0.004544792,-0.003995851,-0.003652487,-0.005351997,-0.014860949,-0.019847792,-0.021978125,0.002815572,0.00210089,-0.022047591,-0.016762086,-0.001996396,-0.016454628,-0.004907391,-0.003255917,-0.012248183,-0.002520455,0.003254688,0.002040869,-0.018464178,-0.035562299,-0.014685175,-0.000690598,-0.017280399,-0.003992835,0.002633601,-0.004460501,-0.004514088,-0.006120407,-0.003420724,-0.012344537,-0.004844925,-0.01969022,-0.019783216,-0.005351669,-0.00365737,-0.007385247,0.006403126,-0.014086429,-0.005398481,-0.005608028,-0.005679178,-0.004660304,-0.021680328,-0.00136612,-0.007418115,-0.006475839,-0.005687019,-0.003354844,-0.015452995,-0.000446055,-0.005426988,-0.014103145,-0.014798108,0.004847087,-0.004143062,-0.057305552,-0.009458959
Pogonus_chalceus,-0.004448763,-0.00506555,-0.003739547,-0.006170757,-0.006499451,-0.004476973,-0.005776488,-0.006637168,-0.00497883,-0.004319307,-0.005453255,-0.004996772,-0.004042091,-0.003831104,-0.003052472,-0.005376369,-0.003685633,-0.004684975,-0.005735425,-0.005733005,-0.004855454,-0.006948656,-0.00496775,-0.004433115,-0.004480411,-0.005925234,-0.005222623,-0.002830992,-0.004685325,-0.004334751,-0.004928263,-0.004496416,-0.00525332,-0.006553483,-0.007011638,-0.003937567,-0.005247481,-0.004532245,-0.006477461,-0.004566368,-0.005131961,-0.004616777,-0.003064904,-0.005831869,-0.00446196,-0.006021644,-0.00485591,-0.005016936,-0.007409595,-0.004561478,-0.002885807,-0.005348856,-0.006466186,-0.00531184,-0.004688492,-0.006077507,-0.004877972,-0.00500799,-0.005454408,-0.004617758,-0.004652153,-0.003770103,-0.003408918,-0.004876314,-0.005591552,-0.003901787,-0.006636468,-0.0046288,-0.00585305,-0.00502959,-0.00308163,-0.00391682,-0.006080902,-0.00592139,-0.005628207,-0.004810787,-0.005446907,-0.004650038,-0.003963249,-0.004881164,-0.003130242,-0.004961195,-0.005818648,-0.004690974,-0.005954629,-0.003734094,-0.005983627,-0.001419787,-0.005167459,-0.004489244,-0.005140953,-0.005135591,-0.005797262,-0.004700867,-0.006393,-0.004528136,-0.006585375,-0.006343336,-0.004793482,-0.007762378,-0.005013624
Acromyrmex_echinatior,0.084196504,0.097092324,0.078192317,0.166957388,0.081693781,0.046483979,0.103851712,0.114660575,0.075600684,0.076528014,0.070516741,0.104985256,0.100512167,0.15698212,0.090606393,0.14153897,0.070806798,0.152534845,0.066549298,0.080277187,0.082107088,0.113046301,0.105955572,0.086698276,0.067445195,0.105869023,0.075907941,0.057858618,0.089299024,0.070465121,0.139028041,0.086581669,0.081974872,0.115770979,0.074484259,0.154156412,0.105770025,0.136785792,0.11828994,0.128519823,0.13521248,0.070393706,0.15645264,0.192254849,0.118864605,0.192262862,0.110243175,0.074045353,0.048896283,0.096946357,0.108976191,0.064430283,0.062195237,0.096992545,0.13516021,0.045453986,0.097345419,0.143509976,0.144006082,0.120645691,0.057777087,0.13336019,0.114787254,0.098467856,0.078557937,0.083119384,0.137199658,0.085850842,0.09590708,0.07657735,0.148284541,0.091630543,0.057670819,0.061283872,0.12516684,0.084546544,0.149294119,0.18816374,0.078530512,0.088615976,0.067536178,0.097514857,0.077567175,0.144352791,0.204812181,0.090657179,0.118234953,0.068609713,0.073164861,0.053338206,0.182138273,0.0958792,0.070987015,0.067345777,0.062114719,0.090696158,0.05270468,0.075454624,0.12314197,0.081390845,0.101033024
Atta_cephalotes,0.824946106,0.826941657,0.078192317,0.775289503,1.529534609,0.046483979,0.359959831,0.434258084,0.369023201,0.076528014,0.339605762,1.188765602,0.736723747,0.385195796,0.495476129,0.393069422,0.070806798,0.410508531,0.292431748,0.723216273,0.618507957,0.113046301,0.308694343,0.347733077,0.451524718,0.302966152,0.312797984,0.057858618,0.440578525,0.682315515,0.499232365,0.335315959,0.315231955,0.456149598,0.541185105,0.538461729,0.105770025,0.439104396,0.469910008,1.081291223,0.435379781,0.692328843,0.519152191,0.794019486,0.494183162,0.860170872,0.428503323,0.274248189,0.383099368,0.096946357,0.392498931,0.388294454,0.062195237,0.297054888,0.532376514,0.045453986,0.690309099,0.143509976,0.422912302,0.406246573,0.057777087,0.386724281,0.409892386,0.298982362,0.078557937,0.403828429,0.524100487,0.085850842,0.354822829,0.415979254,0.148284541,0.457448514,0.057670819,0.061283872,0.402814026,0.399309281,0.580902581,0.747100741,0.487957295,0.088615976,0.218442262,0.258415423,0.455852625,0.548229035,0.529154004,0.327150795,0.557839926,0.68710355,0.073164861,0.462926416,1.092500803,0.367309792,0.392958926,0.464476881,0.322549322,0.571354335,0.05270468,1.169205475,0.660056268,0.081390845,0.42874206
Atta_colombica,0.824946106,0.826941657,0.917176665,0.775289503,1.529534609,0.358345793,0.359959831,0.434258084,0.369023201,0.161840032,0.339605762,1.188765602,0.736723747,0.385195796,0.495476129,0.393069422,0.522847192,0.410508531,0.292431748,0.723216273,0.618507957,0.220032992,0.308694343,0.347733077,0.451524718,0.302966152,0.312797984,0.409708134,0.440578525,0.682315515,0.499232365,0.335315959,0.315231955,0.456149598,0.541185105,0.538461729,0.04500583,0.439104396,0.469910008,1.081291223,0.435379781,0.692328843,0.519152191,0.794019486,0.494183162,0.860170872,0.428503323,0.274248189,0.383099368,0.329375839,0.392498931,0.388294454,0.393699763,0.297054888,0.532376514,0.453210963,0.690309099,0.045683648,0.422912302,0.406246573,0.232602668,0.386724281,0.409892386,0.298982362,0.492416681,0.403828429,0.524100487,0.033073868,0.354822829,0.415979254,0.3234077,0.457448514,0.310717032,0.279013892,0.402814026,0.399309281,0.580902581,0.747100741,0.487957295,0.664991778,0.218442262,0.258415423,0.455852625,0.548229035,0.529154004,0.327150795,0.557839926,0.68710355,0.663338114,0.462926416,1.092500803,0.367309792,0.392958926,0.464476881,0.322549322,0.571354335,0.659914067,1.169205475,0.660056268,0.325406362,0.490339219
Trachymyrmex_cornetzi,0.049294957,0.074216859,0.917176665,0.081773372,0.05310686,0.358345793,0.055717053,0.08415444,0.039170964,0.161840032,0.063767211,0.084652363,0.07979739,0.060593572,0.058112345,0.081692842,0.522847192,0.0558128,0.045210969,0.072536664,0.07765183,0.220032992,0.053259587,0.053476664,0.051261406,0.078320263,0.047188635,0.409708134,0.128192588,0.04261379,0.07579656,0.083911077,0.049948131,0.091700808,0.062809221,0.080722882,0.323647567,0.057196083,0.061196133,0.076762418,0.055248232,0.072160868,0.052387298,0.094121259,0.073916618,0.093583434,0.080923198,0.067176571,0.046802999,0.329375839,0.080616734,0.042742859,0.393699763,0.054096567,0.058068009,0.453210963,0.047609681,0.349313336,0.074875904,0.06691481,0.232602668,0.107314729,0.05551954,0.062040038,0.492416681,0.074723589,0.070271732,0.468769906,0.070198909,0.052518839,0.3234077,0.054365947,0.310717032,0.279013892,0.09896833,0.068897071,0.075452406,0.094432715,0.04899692,0.664991778,0.046215951,0.056438651,0.052115744,0.078497728,0.060694315,0.076935563,0.101827987,0.052864303,0.663338114,0.043144608,0.07104629,0.052240846,0.066104662,0.060055153,0.044779164,0.069144757,0.659914067,0.050314946,0.108983928,0.325406362,0.141577456
Trachymyrmex_septentrionalis,0.037504631,0.045328214,0.041957218,0.081773372,0.022714299,0.0487708,0.046545453,0.06385129,0.030507868,0.057847414,0.053212258,0.084652363,0.047134876,0.038372224,0.048610302,0.046980799,0.041430677,0.039579959,0.033355248,0.052820708,0.049575105,0.062816359,0.04121261,0.036661509,0.044089823,0.042930305,0.035152224,0.050906072,0.058078877,0.032637646,0.064355452,0.060706263,0.031242121,0.049306787,0.048711115,0.024405039,0.323647567,0.032233917,0.038488373,0.053802391,0.040424732,0.052896216,0.035456909,0.044631458,0.038745202,0.059509527,0.057830995,0.037469965,0.041896505,0.047711681,0.053037581,0.036140622,0.058684736,0.039298782,0.049451701,0.032592582,0.040122884,0.349313336,0.036978848,0.0501896,0.043155101,0.046582696,0.034500414,0.033078643,0.048327076,0.050811354,0.039679112,0.468769906,0.052819025,0.037994559,0.056718674,0.044594199,0.035818128,0.04628902,0.076336529,0.042311422,0.051680474,0.045732582,0.045982848,0.056007709,0.029517374,0.039696871,0.041559862,0.045131126,0.034515152,0.028612547,0.044640118,0.040652122,0.046870745,0.038428489,0.053577986,0.042520316,0.042392336,0.041202626,0.044779164,0.049443033,0.035180458,0.041005833,0.087265239,0.059303083,0.055897773
Cyphomyrmex_costatus,0.020878676,0.025054396,0.018305301,0.031751336,0.01899941,0.028671667,0.020340172,0.030789662,0.016027219,0.026440811,0.02551009,0.030104239,0.023674024,0.024821645,0.026394047,0.021995718,0.022741112,0.017517097,0.033355248,0.029250969,0.022335797,0.028012528,0.02497468,0.02468248,0.025522937,0.019002404,0.023594461,0.019969451,0.043214117,0.017190264,0.03244255,0.013533848,0.020489039,0.018937334,0.028468852,0.03765614,0.067439696,0.020478098,0.022841973,0.021346644,0.040424732,0.020113007,0.02505171,0.026649507,0.023417309,0.036481187,0.023379618,0.025786318,0.022479217,0.030746418,0.021063597,0.021847873,0.027068933,0.023302551,0.026487292,0.022027587,0.020538366,0.083012569,0.022552693,0.025291704,0.019438024,0.022051576,0.018106605,0.033078643,0.025965857,0.0306535,0.022407107,0.060230702,0.024597723,0.027329167,0.030660202,0.029808826,0.025886738,0.034416884,0.021205432,0.019016331,0.026952437,0.029555722,0.030253741,0.029708509,0.019972739,0.023792324,0.023417916,0.029335599,0.024450564,0.020284648,0.029066412,0.017298585,0.036219358,0.020714164,0.023808965,0.017381237,0.020422848,0.024600864,0.030209423,0.024567407,0.026058626,0.020296124,0.032655236,0.018769214,0.026371243
Trachymyrmex_zeteki,0.020878676,0.024027849,0.017262063,0.021460792,0.017479142,0.027366884,0.018212317,0.027897516,0.015627316,0.023843281,0.021754926,0.024408583,0.023674024,0.015478075,0.024742204,0.016295678,0.017579769,0.017517097,0.024611051,0.023048437,0.022127435,0.02727512,0.021387597,0.022491278,0.022166205,0.018010907,0.023594461,0.01789128,0.028199188,0.015244503,0.027974485,0.013533848,0.019056785,0.017031813,0.022033308,0.03765614,0.027717975,0.016134277,0.021174827,0.01809802,0.026325928,0.020113007,0.017732661,0.022847279,0.02194138,0.023644794,0.022704947,0.025786318,0.01937753,0.023453383,0.021063597,0.019574167,0.026673044,0.020544546,0.017466805,0.021251516,0.019099318,0.027837012,0.022552693,0.022466828,0.018884621,0.021255817,0.018106605,0.029709601,0.022244201,0.02796909,0.02009495,0.020637474,0.023861385,0.027329167,0.022526421,0.029808826,0.021423305,0.029377536,0.021205432,0.018681071,0.02510777,0.024162308,0.029606842,0.025940699,0.017518428,0.023792324,0.018770779,0.029335599,0.024450564,0.020284648,0.027771115,0.016506882,0.032984277,0.019839571,0.023531226,0.014576665,0.01981009,0.018312017,0.027329977,0.02339036,0.024497775,0.020296124,0.032114918,0.016192383,0.022336607
Solenopsis_invicta,0.277003257,0.125245362,0.135949497,0.187345337,-0.068777266,0.025153942,0.573025422,0.357848523,0.42182725,0.106343254,0.08486894,0.171087536,0.0518377,0.42881874,0.874346631,0.158449091,0.865846221,0.569681786,0.02352784,-0.065887885,0.330369889,0.068334325,0.105457854,0.12580959,0.537062291,0.145180581,0.02320745,-0.093018882,0.149597871,0.223355382,0.226257375,0.110338354,0.578243986,0.255681991,0.54518995,0.240965739,0.256988028,-0.058129004,0.242306137,0.069808403,0.347435748,0.16332301,0.160199288,0.709498307,-0.059279558,0.163195737,-0.061841684,0.27408465,0.141938209,0.083962013,0.307080409,0.074785224,0.027465865,-0.055076238,0.074590804,-0.061811871,0.560722208,0.148887177,0.236823578,0.329040741,0.072235362,-0.052641801,0.076211132,0.028065625,0.021262425,0.026293232,0.185233393,0.313458545,0.212783415,0.02312156,0.412481076,0.027728531,0.020448108,0.026330365,0.024593306,0.599976001,0.024821507,0.025332006,0.028203382,0.276094952,0.267727419,0.026608737,0.380639879,0.027588646,0.022370899,0.487213628,0.02854243,0.071128621,0.030227415,0.185325786,0.021909137,0.091925948,0.020537409,0.398174053,0.02093493,1.054367101,0.060776868,0.062138634,0.033546082,0.143221612,0.187585095
Wasmannia_auropunctata,0.277003257,0.125245362,0.135949497,0.187345337,-0.068777266,0.094646053,0.573025422,0.357848523,0.42182725,0.106343254,0.08486894,0.171087536,0.0518377,0.42881874,0.874346631,0.158449091,0.865846221,0.569681786,-0.069883568,-0.065887885,0.330369889,0.068334325,0.105457854,0.12580959,0.537062291,0.145180581,-0.058433947,-0.093018882,0.149597871,0.223355382,0.226257375,0.110338354,0.578243986,0.255681991,0.54518995,0.240965739,0.256988028,-0.058129004,0.242306137,0.069808403,0.347435748,0.16332301,0.160199288,0.709498307,-0.059279558,0.163195737,-0.061841684,0.27408465,0.141938209,0.083962013,0.307080409,0.074785224,-0.071808308,-0.092406651,0.074590804,-0.061811871,0.560722208,0.148887177,0.236823578,0.329040741,0.072235362,-0.070646986,0.076211132,-0.058955171,-0.053511299,-0.099474564,0.185233393,0.313458545,0.212783415,-0.10408045,0.412481076,0.254308219,-0.057994102,-0.05788279,0.911837118,0.599976001,-0.056398505,0.150027756,-0.077864051,0.276094952,0.267727419,-0.086091135,0.380639879,-0.091010696,-0.079831697,0.487213628,-0.081032357,0.071128621,0.377596645,0.185325786,-0.04153435,0.091925948,-0.043878666,0.398174053,-0.100213979,1.054367101,0.060776868,0.062138634,-0.064541807,0.143221612,0.185293474
Aphaenogaster_ashmeadi,-0.066766418,-0.084485139,-0.057538116,-0.05892781,-0.053212272,0.094646053,-0.081982688,-0.072800438,-0.088574653,0.006397575,0.005742429,-0.046012738,-0.056111781,-0.057777829,-0.065734448,-0.056846666,-0.070320982,-0.059131247,-0.069883568,-0.064608076,-0.077141617,-0.062895582,-0.066177226,-0.081110048,-0.07218994,-0.073099502,-0.065041223,-0.082571121,-0.071294311,-0.032744919,-0.063992784,-0.048871476,-0.049130482,-0.057569011,-0.063332819,-0.051782173,-0.042274978,-0.055844194,-0.089949802,-0.047353061,0.003383725,-0.061420813,-0.069286752,-0.048209972,-0.053983244,-0.068274274,-0.051908642,-0.056857098,-0.053216896,0.030976794,-0.096538221,-0.084508306,-0.074604114,-0.092406651,-0.160627295,-0.058127748,-0.094799432,-0.089341063,-0.06295785,-0.048109879,-0.066454016,-0.070646986,-0.060628322,-0.058955171,-0.053511299,-0.099474564,-0.075142924,-0.078135756,-0.032228658,-0.10408045,-0.107776822,0.254308219,-0.057994102,-0.05788279,0.911837118,-0.08254761,-0.056398505,0.150027756,-0.077864051,-0.060417027,-0.063714948,-0.086091135,-0.053568381,-0.091010696,-0.079831697,-0.060568903,-0.081032357,-0.034383177,0.377596645,-0.038168488,-0.06638786,-0.079219955,-0.135794611,-0.073118765,-0.100213979,-0.126324207,-0.041581644,-0.065815286,-0.064541807,-0.042497807,-0.044393478
Aphaenogaster_miamiana,-0.066766418,-0.084485139,-0.057538116,-0.05892781,-0.045533678,0.006145043,-0.081982688,-0.081546164,-0.088574653,0.006397575,0.005742429,-0.046012738,-0.087330575,-0.057777829,-0.067537578,-0.056846666,-0.074860833,-0.090126005,-0.06921941,-0.052692485,-0.077141617,-0.070466719,-0.066177226,-0.081110048,-0.07218994,-0.073099502,-0.065041223,-0.055913395,-0.071294311,-0.050520317,-0.074331779,-0.048871476,-0.049651449,-0.057569011,-0.063332819,-0.055346407,-0.050922017,-0.029363397,-0.099988418,-0.049940162,0.003383725,-0.061420813,-0.069286752,-0.115600639,-0.035949762,-0.068274274,-0.042641156,-0.056857098,-0.053216896,0.014521499,-0.124359832,-0.085231877,-0.074604114,-0.037500245,-0.160627295,-0.045019524,-0.112387815,-0.095074442,-0.067995635,-0.048109879,-0.073508456,-0.033416881,-0.060807047,-0.057848715,-0.042983152,-0.096081106,-0.075207425,-0.078135756,-0.043817615,-0.102782366,-0.107776822,-0.071643941,-0.056330676,-0.054194711,-0.069889671,-0.08254761,-0.051541826,0.003522522,-0.066827424,-0.060417027,-0.063714948,-0.074786093,-0.053568381,-0.084168212,-0.074351117,-0.062090585,-0.074968162,-0.052695094,0.003000083,-0.040045112,-0.06638786,-0.079219955,-0.135794611,-0.073118765,-0.099079757,-0.126324207,-0.054295332,-0.065815286,-0.06040695,-0.049003163,-0.06417067
Aphaenogaster_rudis,-0.065903927,-0.08333832,-0.053470288,-0.057471177,-0.030866389,0.006145043,-0.076629965,-0.081546164,-0.084032973,-0.076393184,-0.100460332,-0.043425614,-0.087330575,-0.051992594,-0.067537578,-0.050942992,-0.074860833,-0.090126005,-0.034641022,-0.021101347,-0.070386015,-0.070466719,-0.061094905,-0.073629384,-0.06538583,-0.066810557,-0.029325919,-0.017928559,-0.084086922,-0.050520317,-0.074331779,-0.045693269,-0.049651449,-0.049959534,-0.062258453,-0.055346407,-0.050922017,-0.012988306,-0.099988418,-0.049940162,-0.089134803,-0.048684723,-0.068582603,-0.115600639,-0.022956892,-0.064155634,-0.02010592,-0.045042571,-0.048935171,0.014521499,-0.124359832,-0.085231877,-0.061426733,-0.017304485,-0.136371518,-0.024345055,-0.112387815,-0.095074442,-0.067995635,-0.040015443,-0.073508456,-0.021908002,-0.060807047,-0.031844995,-0.020697809,-0.058198787,-0.075207425,-0.075777325,-0.043817615,-0.059770902,-0.10311504,-0.071643941,-0.031111776,-0.048083307,-0.069889671,-0.067434352,-0.032276154,0.003522522,-0.053183617,-0.054554145,-0.061710558,-0.057420731,-0.053534364,-0.042686498,-0.034612674,-0.062090585,-0.060735994,-0.052695094,0.003000083,-0.040045112,-0.034266772,-0.070690781,-0.030728512,-0.070379531,-0.056305379,-0.096561372,-0.054295332,-0.060417312,-0.033067775,-0.049003163,-0.057073868
Aphaenogaster_picea,-0.047398136,-0.048390123,-0.042792975,-0.046218579,0.001829446,-0.057706223,-0.065197587,-0.051432396,-0.058975617,-0.076393184,-0.100460332,-0.038791176,-0.037850698,-0.046757917,-0.042238512,-0.030059858,-0.054142446,-0.051902835,-0.018233571,-0.007864265,-0.059276827,-0.04224628,-0.034412169,-0.055913284,-0.038493909,-0.044990647,-0.009791083,-0.004832414,-0.051455191,-0.02467217,-0.050214524,-0.039267543,-0.0329687,-0.044390493,-0.042573606,-0.033414744,-0.036990697,-0.003423449,-0.044889632,-0.031852395,-0.089134803,-0.027726841,-0.05498418,-0.085791899,-0.010374815,-0.044970159,-0.008219714,-0.035301804,-0.037194188,-0.082124478,-0.075461409,-0.060870309,-0.025337321,-0.002551586,-0.056081161,-0.003637753,-0.056916156,-0.065802499,-0.047557224,-0.029936244,-0.054244256,-0.014352396,-0.045398766,-0.018291764,-0.01013685,-0.031314977,-0.063462423,-0.061069147,-0.022111569,-0.037012328,-0.090925235,-0.070805637,-0.011123975,-0.019110769,-0.053061258,-0.060012432,-0.020124499,-0.113963799,-0.027029928,-0.048203614,-0.034305195,-0.022786402,-0.035836896,-0.026969637,-0.015989567,-0.053244043,-0.029758711,-0.016981519,-0.05622524,-0.031588375,-0.018235629,-0.041327891,-0.009283962,-0.042150426,-0.023162081,-0.070622524,-0.03478678,-0.035216574,-0.018833517,-0.028899717,-0.040649816
Aphaenogaster_floridana,-0.028430239,-0.019620699,-0.010311049,-0.016199781,0.218561593,-0.067928688,-0.024426451,-0.024989331,-0.023359876,-0.072480557,-0.083174532,-0.027758564,-0.024106833,-0.019463129,-0.028307917,-0.016004102,-0.030837617,-0.035477336,-0.007058957,1.482574618,-0.025939324,-0.015119182,-0.0225446,-0.02687981,-0.021542925,-0.025306026,0.001533253,0.087880496,-0.029872482,-0.015440138,-0.03600808,-0.025293077,-0.023025537,-0.021962428,-0.015990881,-0.01523571,-0.028733172,0.06855948,-0.025922993,-0.009833964,-0.083711914,-0.015235499,-0.008537345,-0.03085121,0.17335341,-0.029062544,0.215189916,-0.016770635,-0.02392916,-0.082124478,-0.041129319,-0.020875123,-0.010344229,0.010660563,-0.03437573,0.480880256,-0.036878088,-0.017743328,-0.017343217,-0.019999983,-0.025233451,0.073645433,-0.016196141,-0.005456444,-0.002998521,-0.012192642,-0.023067009,-0.031480879,-0.017068061,-0.001686084,-0.038932208,-0.055089429,-0.002027019,-0.003084502,-0.034984168,-0.025141105,-0.007984269,-0.113963799,-0.005837005,-0.01244264,-0.016259358,-0.00773838,-0.015652041,-0.008979223,0.004699406,-0.023219176,-0.008582429,-0.017627656,-0.05622524,-0.017349977,-0.01072162,-0.017099196,-6.33E-06,-0.012002514,-0.006582025,-0.020041016,-0.014882587,-0.020224108,-0.001651874,-0.014704223,0.006596263
